time,target,state,error,control,controller
4.2,1.0,0.8987052349076368,0.10179771270406568,1.0131698966106477,pid
4.22,1.0,0.8992056910275449,0.10129476509236324,1.0135985643938086,pid
4.24,1.0,0.8997036683769459,0.10079430897245512,1.0140251276003545,pid
4.26,1.0,0.9001991795904691,0.10029633162305407,1.014449595890803,pid
4.28,1.0,0.9006922372178822,0.09980082040953087,1.014871978920167,pid
4.3,1.0,0.9011828537257998,0.09930776278211784,1.0152922863355507,pid
4.32,1.0,0.9016710414993103,0.09881714627420024,1.0157105277739082,pid
4.34,1.0,0.9021568128435242,0.09832895850068968,1.0161267128599363,pid
4.36,1.0,0.9026401799850489,0.09784318715647577,1.0165408512041063,pid
4.38,1.0,0.9031211550733942,0.09735982001495114,1.016952952400822,pid
4.4,1.0,0.9035997501823134,0.09687884492660581,1.0173630260266948,pid
4.42,1.0,0.9040759773110811,0.09640024981768658,1.0177710816389283,pid
4.44,1.0,0.9045498483857137,0.09592402268891886,1.0181771287738175,pid
4.46,1.0,0.9050213752601348,0.09545015161428627,1.0185811769453386,pid
4.48,1.0,0.9054905697172886,0.09497862473986518,1.0189832356438349,pid
4.5,1.0,0.9059574434702041,0.09450943028271142,1.0193833143347932,pid
4.5200000000000005,1.0,0.9064220081630137,0.09404255652979587,1.019781422457702,pid
4.54,1.0,0.9068842753719271,0.09357799183698634,1.0201775694249868,pid
4.5600000000000005,1.0,0.9073442566061651,0.09311572462807294,1.0205717646210206,pid
4.58,1.0,0.9078019633088535,0.09265574339383487,1.0209640174012027,pid
4.6000000000000005,1.0,0.9082574068578809,0.09219803669114646,1.021354337091107,pid
4.62,1.0,0.9087105985667212,0.09174259314211908,1.0217427329856812,pid
4.64,1.0,0.9091615496852238,0.0912894014332788,1.0221292143485197,pid
4.66,1.0,0.9096102714003724,0.09083845031477622,1.022513790411176,pid
4.68,1.0,0.910056774837015,0.09038972859962757,1.022896470372537,pid
4.7,1.0,0.9105010710585654,0.08994322516298503,1.0232772633982392,pid
4.72,1.0,0.9109431710676796,0.08949892894143463,1.023656178620134,pid
4.74,1.0,0.9113830858069065,0.08905682893232036,1.0240332251357938,pid
4.76,1.0,0.9118208261593158,0.08861691419309348,1.024408412008063,pid
4.78,1.0,0.9122564029491036,0.08817917384068419,1.0247817482646373,pid
4.8,1.0,0.9126898269421772,0.0877435970508964,1.02515324289769,pid
4.82,1.0,0.9131211088467197,0.08731017305782285,1.025522904863524,pid
4.84,1.0,0.9135502593137371,0.08687889115328029,1.0258907430822604,pid
4.86,1.0,0.9139772889375859,0.08644974068626288,1.0262567664375497,pid
4.88,1.0,0.9144022082564854,0.0860227110624141,1.0266209837763232,pid
4.9,1.0,0.9148250277530139,0.08559779174351456,1.026983403908556,pid
4.92,1.0,0.915245757854589,0.08517497224698611,1.027344035607066,pid
4.94,1.0,0.9156644089339346,0.08475424214541105,1.0277028876073326,pid
4.96,1.0,0.9160809913095348,0.08433559106606536,1.0280599686073362,pid
4.98,1.0,0.9164955152460733,0.0839190086904652,1.0284152872674166,pid
5.0,1.0,0.56959768,0.43040232,28.479884,cascade_pid
5.02,1.0,0.05597406358821755,0.9440259364117825,-25.16854290858912,cascade_pid
5.04,1.0,0.5417681223666742,0.45823187763332585,24.34007959615223,cascade_pid
5.06,1.0,0.17741836580877912,0.8225816341912209,-17.729896517764743,cascade_pid
5.08,1.0,0.5445970611481249,0.4554029388518751,18.51861129619519,cascade_pid
5.1,1.0,0.2762025531552011,0.723797446844799,-12.929588044612878,cascade_pid
5.12,1.0,0.5509687410794373,0.4490312589205627,13.986891694051494,cascade_pid
5.14,1.0,0.35265430484806776,0.6473456951519323,-9.419849944596983,cascade_pid
5.16,1.0,0.558176381042529,0.441823618957471,10.593492684086321,cascade_pid
5.18,1.0,0.41170592153279406,0.5882940784672059,-6.82116423254847,cascade_pid
5.2,1.0,0.5655184962901973,0.43448150370980265,8.061164067249678,cascade_pid
5.22,1.0,0.45743914288506715,0.5425608571149328,-4.895001023595332,cascade_pid
